paragraphs,section_tag_3,title_meta_data,cross-ref,vessel_type
5.19.5(c) Barred range%Conditions where the allowable vibratory torque or the allowable dissipated power is exceeded under the normal operating range of the engine are to be identified and are to be marked as a barred range in order to avoid continuous operation within this range.,4-3-2/5.19.5(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.5 Flexible Couplings ', '5.19.5(c) Barred range']",standalone,all vessels
"5.19.5(d) Impact Torque (2022)%Flexible couplings for generator sets or motors are to be capable of absorbing short time impact torque due to electrical short-circuit conditions up to 6 (six) times the nominal torque, or the couplings are to be evaluated for capability to absorb thepeak torque for each application.",4-3-2/5.19.5(d),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.5 Flexible Couplings ', '5.19.5(d) Impact Torque (2022)']",standalone,all vessels
"5.19.6(b) System arrangements%Arrangements are to be made such that, in the event of failure of the clutch actuating system, each clutch remains capable of being engaged and transmitting an adequate power considered necessary for propulsion and maneuvering of the vessel.",4-3-2/5.19.6(b),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.6 Clutches ', '5.19.6(b) System arrangements']",standalone,all vessels
5.19.6(c) Coupling bolts%Coupling bolts are to comply with 4-3-2/5.19.1 and 4-3-2/5.19.2 and are to be of sufficient strength to support the weight of the elements as well as to transmit all necessary forces.,4-3-2/5.19.6(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.6 Clutches ', '5.19.6(c) Coupling bolts ']",4-3-2/5.19.1,all vessels
5.19.6(c) Coupling bolts%Coupling bolts are to comply with 4-3-2/5.19.1 and 4-3-2/5.19.2 and are to be of sufficient strength to support the weight of the elements as well as to transmit all necessary forces.,4-3-2/5.19.6(c),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.6 Clutches ', '5.19.6(c) Coupling bolts ']",4-3-2/5.19.2,all vessels
"S
2

=


1
.
7
S



C
k



 
 
for
 
Î»
â¤
0
.
8%When torsional vibratory stresses exceed the foregoing limits, at an rpm within the operating range but less than 80% of rated speed, a barred range is to be provided. The allowable vibratory stress in a barred range due to the alternating torsional vibrations is not to exceed the values given by the following:",4-3-2/7.5.3,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '7 Propulsion Shaft Alignment and Vibrations ', '7.5 Torsional Vibrations ', '7.5.3 Barred Speed Ranges ']",standalone,all vessels
"Alloy steels with elongation less than (Lo/d=4) 16% or (Lo/d=5) 15% may be applied subject to approval.%Carbon steel with elongation (Lo/d=4) of less than 16% or (Lo/d=5) of less than 15% is not to be used for any shafting component, with the exception that material for non-fitted alloy steel coupling bolts manufactured to a recognized standard may have elongation (Lo/d=4) of not less than 10% or (Lo/d=5) of not less than 9%.",4-3-2/3.1.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '3 Materials ', '3.1 General  (2024)', '3.1.2 Elongation']",standalone,all vessels
"Arrangements of the proposed installation, along with installation parameters such as deadweight, holding-down bolt tightening torque, etc., and calculations showing that the manufacturer's specified allowable pressure is not exceeded, are to be submitted for review in each case.%Resin chocks intended for chocking of shaft bearing foundation or stern tube are to be of an approved type (see 1A-1-A3/5 of the ABS Rules for Conditions of Classification (Part 1A) for type approval). Resin chocks are not to be relied upon to maintain watertight integrity of the hull, or the oiltight integrity of the lubricating oil system. Accordingly direct contact of resin chocks with water or oil is to be avoided. Where used, the arrangements and installation procedures are to be in accordance with the manufacturer's recommendations.",4-3-2/11.1.3,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '11 Installation and Trials ', '11.1 Shaft Alignment', '11.1.3 Cast Resin Chocks ']",standalone,all vessels
"Approved type oil seals which will allow for replacement without the shaft withdrawal or removal of the propeller are to be used.%The basic design concept e.g., a typical air seal or void space seal functions by having at least two independent seals: one on the side of the seal facing oil, and the other on the side of the seal facing water. An air chamber or void space in between these two seals creates a controlled ""buffer zone"" where any oil or water is collected preventing oil discharge or water ingress through the oil to sea interface or lubrication system. The collected liquid will provide a indication of seal leakage.%The seals are to be designed considering adequate redundancy to prevent any leakage or escape of oil in case of any failure.",4-3-2/14.3,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '14 Tailshaft Condition Monitoring (TCM-PS) (1 July 2022)', '14.3 System Requirements ']",standalone,Oil Carrier
"D
o

=
D


1
[

1
-

(


D
i

/

D
o


)
4


]

3%For hollow shafts where the bore exceeds 40% of the outside diameter, the minimum outside shaft diameter is not to be less than that determined through successive approximation utilizing the following equation:%where",4-3-2/5.3,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.3 Hollow Shafts ']",standalone,all vessels
"7.3.2(a)  (2019)%The alignment calculations are to include bearing reactions, shear forces and bending moments along the shafting and are to be performed for the maximum allowable alignment tolerances. The analysis is to show that:",4-3-2/7.3.2(a),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '7 Propulsion Shaft Alignment and Vibrations ', '7.3 Shaft Alignment  (2024)', '7.3.2 Shaft Alignment Calculations', '7.3.2(a)  (2019)']",standalone,all vessels
"A bulkhead seal is to be installed whenever the shaft passes through a watertight bulkhead. The bulkhead seal is to provide a liquid tight seal in both sides of the bulkhead for both shaft rotations (ahead and reverse). Bulkhead seals are to be suitable for the rated shaft speed, radial and axial motions due to shaft rotation and vibrations.%Bulkhead seals are to be of approved type that have been through design assessment and testing. Test reports in accordance with test procedures established by the manufacturer showing that the design serves the intended function and/or records of satisfactory service history in marine applications are basis for Product Design Assessment/Type approval.%Where a propulsion shaft penetrates a watertight bulkhead, arrangements are to be made to maintain the watertight integrity of the bulkhead.",4-3-2/11.6,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '11 Installation and Trials ', '11.6 Watertight Bulkhead Penetrations for Shafting (1 July 2021)']",standalone,all vessels
"Fitted bolts. The shear stress under the maximum torque corresponding to the worst loaded condition, is to be not more than 50% of the minimum specified tensile yield strength of the bolt material; 



Non-fitted bolts. the factor of safety against slip, under the maximum torque corresponding to the worst loaded condition and the specified bolt tension, is to be at least 1.6 for inaccessible couplings and 1.1 for accessible couplings.%Torque transmission by combined friction and shear.  (2024)%Where torque is to be transmitted by combination of fitted bolts and prestressed non-fitted bolts, the components are to meet the following criteria:",4-3-2/5.19.2(b),"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.2 Non-fitted Bolts ', '\nTorque transmission by combined friction and shear.  (2024)']",standalone,all vessels
"For calculation purposes, to take account of torsional vibratory torque, the following factors are to be applied to the transmitted main torque, unless the actual measured vibratory torque is higher, in which case, the actual vibratory torque is to be used:%For direct diesel engine drives:1.2;


For all other drives and for diesel engine drives with elastic coupling:1.0.%Inaccessible couplings (external to the hull or not readily accessible):2.8; 


Accessible couplings (internal to the hull):2.0.%The diameter of pre-stressed non-fitted coupling bolts is to be determined based on the detailed preloading and stress calculations and fitting instructions that are to be submitted for review. The tensile stress of the bolt due to prestressing and astern pull is not to exceed 90% of the minimum specified yield strength of the bolt material. In addition, the bearing stress on any member such as the flange, bolt head, threads or nut is not to exceed 90% of the minimum specified yield strength of the material of that member.",4-3-2/5.19.2,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '5 Design and Construction ', '5.19 Couplings and Coupling Bolts ', '5.19.2 Non-fitted Bolts ']",standalone,all vessels
"Air System Where air is used for the, then it is to be supplied from at least two compressors so that in case of any failure in one air source the alternative/standby source can automatically take over for normal operation without causing any oil leakage through the oil to sea interface or contaminate lubricating oil by sea water.
Water SystemWhere water is used for the system it is to be supplied from at least two pumps so that in case of any failure in one pump the alternative/ standby pump can automatically take over for normal operation.
Lubricating Oil Piping and TankIndependent lubrication piping systems are to be provided for each tailshaft stern tube seal so as to maintain continuous operation. 
A lubricating oil tank is to be provided to maintain controlled head of oil to act on the seal rings/components. The tank assembly is to be installed with a level alarm and oil sight gauge.%In case of multi-propeller shafts, at least one pump for each shaft is to be provided and one additional stand-by pump for the combined arrangement.%Interconnection between similar type of piping system of multi propeller shafts will be acceptable provided appropriate isolation valves are fitted at both sides of the piping systems.%Plastic piping is allowed in this system provided it meets Section 4-6-3 and fire endurance requirements for essential services as specified in 4-6-3/21 TABLE 1.%The requirements listed in 4-3-2/14.3.1 for piping systems associated with the water, air and lubrication systems are in addition to those listed in Part 4, Chapter 6 of these Rules.",4-3-2/14.3.1,"['Part 4 Vessel Systems and Machinery', ' Chapter 3 Propulsion and Maneuvering Machinery', ' Section 2 Propulsion Shafting', '14 Tailshaft Condition Monitoring (TCM-PS) (1 July 2022)', '14.3 System Requirements ', '14.3.1 Piping Systems']",4-3-2/14.3.1,all vessels
